state,county,county_fips,2000,2004,2008,2012,2016,2020,keep,notes
ILLINOIS,MASSAC,17127,-0.113285884,-0.238820043,-0.233509602,-0.33656659,-0.491994613,-0.48025833,,
ILLINOIS,MCDONOUGH,17109,-0.029588073,-0.035970259,0.05581966,-0.014453188,-0.115108463,-0.165649166,,
ILLINOIS,MCHENRY,17111,-0.201666902,-0.203848438,0.05344372,-0.08816981,-0.076253968,-0.025055071,,
ILLINOIS,MCLEAN,17113,-0.14897041,-0.159159453,0.012171617,-0.109890709,-0.013039394,0.039435875,,
ILLINOIS,MENARD,17129,-0.273782651,-0.34545178,-0.149443069,-0.300438953,-0.370529547,-0.395785219,,
ILLINOIS,MERCER,17131,0.085597499,0.011923334,0.119122966,0.073939536,-0.203636364,-0.240413809,,
ILLINOIS,MONROE,17133,-0.133009568,-0.163714111,-0.106619477,-0.268070216,-0.366539217,-0.358095328,,
ILLINOIS,MONTGOMERY,17135,0.024135034,-0.067440062,0.026493668,-0.141597297,-0.394976113,-0.410796241,,
ILLINOIS,MORGAN,17137,-0.150620901,-0.246508564,-0.008076597,-0.153660613,-0.295945946,-0.318374812,,
ILLINOIS,MOULTRIE,17139,-0.092401747,-0.253634395,-0.12827476,-0.270761103,-0.473340761,-0.489620403,,
ILLINOIS,OGLE,17141,-0.225814281,-0.244904736,-0.076096579,-0.167244405,-0.260488571,-0.259591961,,
ILLINOIS,PEORIA,17143,0.028719471,0.000845707,0.138634583,0.043807629,0.030916016,0.063425149,,
ILLINOIS,PERRY,17145,0.006035003,-0.078561151,-0.03851926,-0.176772437,-0.445854055,-0.467621605,,
ILLINOIS,PIATT,17147,-0.134883721,-0.264150943,-0.125791755,-0.26679683,-0.331816163,-0.297189982,,
ILLINOIS,PIKE,17149,-0.185897436,-0.273558897,-0.188156513,-0.35437826,-0.576494024,-0.609888036,,
ILLINOIS,POPE,17151,-0.179828326,-0.238916256,-0.223218288,-0.387938794,-0.608309991,-0.592643678,,
ILLINOIS,PULASKI,17153,0.029177719,-0.111969112,0.013761468,-0.058275058,-0.260694698,-0.307926829,,
ILLINOIS,PUTNAM,17155,0.069204152,0.024164678,0.156427929,0.018181818,-0.199292832,-0.193215339,,
ILLINOIS,RANDOLPH,17157,-0.023307902,-0.087255951,-0.009406657,-0.17586159,-0.463857968,-0.502585454,,
ILLINOIS,RICHLAND,17159,-0.299811524,-0.338624339,-0.150065359,-0.328755836,-0.540733993,-0.528215304,,
ILLINOIS,ROCK ISLAND,17161,0.196067286,0.146015549,0.246282949,0.218761536,0.082820264,0.121154019,,
ILLINOIS,SALINE,17165,-0.043433476,-0.199762993,-0.088904445,-0.289645522,-0.501054111,-0.480209651,,
ILLINOIS,SANGAMON,17167,-0.130731814,-0.181116645,0.043625035,-0.086089695,-0.091864638,-0.043607759,,
ILLINOIS,SCHUYLER,17169,-0.12990456,-0.200694617,0.017525504,-0.087917738,-0.378526646,-0.436507937,,
ILLINOIS,SCOTT,17171,-0.204131227,-0.291729894,-0.140384615,-0.264970646,-0.548696319,-0.563390574,,
ILLINOIS,SHELBY,17173,-0.18036013,-0.284485204,-0.197920501,-0.336796537,-0.539600363,-0.572207985,,
ILLINOIS,ST. CLAIR,17163,0.136085185,0.107846169,0.224281079,0.143639194,0.057215127,0.087242663,,
ILLINOIS,STARK,17175,-0.161592506,-0.213002287,-0.053663571,-0.162659654,-0.374407583,-0.412417621,,
ILLINOIS,STEPHENSON,17177,-0.136907834,-0.154737336,0.066651238,-0.016480646,-0.162955316,-0.157202467,,
ILLINOIS,TAZEWELL,17179,-0.105539179,-0.164329943,-0.060497385,-0.178498886,-0.27984472,-0.256241673,,
ILLINOIS,UNION,17181,-0.047921478,-0.175238513,-0.119021501,-0.219753683,-0.396860724,-0.403106009,,
ILLINOIS,VERMILION,17183,-0.011744548,-0.11879338,0.005840837,-0.132414066,-0.295976447,-0.329343972,,
ILLINOIS,WABASH,17185,-0.257625272,-0.40959041,-0.136976825,-0.367744449,-0.530014641,-0.533524048,,
ILLINOIS,WARREN,17187,-0.049141659,-0.063379449,0.080831984,0.054664442,-0.164980146,-0.200531041,,
ILLINOIS,WASHINGTON,17189,-0.240263379,-0.257403751,-0.142586989,-0.316272789,-0.555136664,-0.566185776,,
ILLINOIS,WAYNE,17191,-0.407903289,-0.478218897,-0.352248792,-0.582552083,-0.716499213,-0.705750648,,
ILLINOIS,WHITE,17193,-0.204661516,-0.254065775,-0.090165034,-0.359994337,-0.576414451,-0.575933163,,
ILLINOIS,WHITESIDE,17195,0.065788944,0.028430023,0.175574221,0.175372262,-0.061762177,-0.083068493,,
ILLINOIS,WILL,17197,-0.025700423,-0.054677386,0.132005447,0.055013393,0.063830989,0.083449965,,
ILLINOIS,WILLIAMSON,17199,-0.067560043,-0.213651535,-0.145128322,-0.249185053,-0.407792289,-0.374260839,,
ILLINOIS,WINNEBAGO,17201,-0.016789116,-0.008581429,0.128127207,0.055419216,0.000751842,0.025017814,,
ILLINOIS,WOODFORD,17203,-0.320133389,-0.355972769,-0.266488734,-0.39149094,-0.40852799,-0.403088839,,
INDIANA,ADAMS,18001,-0.379666402,-0.466416792,-0.257233775,-0.39435862,-0.52276547,-0.524315575,,
INDIANA,ALLEN,18003,-0.251836949,-0.272380776,-0.043439504,-0.167259883,-0.194023257,-0.111744597,,
INDIANA,BARTHOLOMEW,18005,-0.278823392,-0.34725583,-0.112746835,-0.254313578,-0.332379194,-0.26151511,,
INDIANA,BENTON,18007,-0.287299948,-0.416332665,-0.162558993,-0.326998323,-0.468903437,-0.485658726,,
INDIANA,BLACKFORD,18009,-0.121806663,-0.286988848,-0.002389267,-0.165296226,-0.435420541,-0.460661559,,
INDIANA,BOONE,18011,-0.456512285,-0.498689842,-0.257815139,-0.377834661,-0.294393685,-0.184501558,,
INDIANA,BROWN,18013,-0.185272114,-0.243110505,-0.025574178,-0.167280379,-0.31441158,-0.305199866,,
INDIANA,CARROLL,18015,-0.258466376,-0.368025006,-0.128434066,-0.30268886,-0.506884184,-0.512058978,,
INDIANA,CASS,18017,-0.257712167,-0.370755868,-0.085287165,-0.216933832,-0.418185657,-0.411106725,,
INDIANA,CLARK,18019,-0.055094279,-0.16172615,-0.070675746,-0.098481313,-0.219504565,-0.182740327,,
INDIANA,CLAY,18021,-0.274463477,-0.37355096,-0.115225976,-0.337166172,-0.551763872,-0.566316133,,
INDIANA,CLINTON,18023,-0.318260395,-0.432432432,-0.130083925,-0.306587069,-0.478552279,-0.461271141,,
INDIANA,CRAWFORD,18025,-0.121168924,-0.148010494,-0.022554806,-0.082788671,-0.368386675,-0.430420712,,
INDIANA,DAVIESS,18027,-0.427722569,-0.505991131,-0.352163234,-0.507414634,-0.626393016,-0.61962523,,
INDIANA,DEARBORN,18029,-0.30776204,-0.364108923,-0.349417113,-0.396582573,-0.551548756,-0.554780759,,
INDIANA,DECATUR,18031,-0.351760986,-0.478282185,-0.243802441,-0.405316259,-0.57239148,-0.58077643,,
INDIANA,DEKALB,18033,-0.284729779,-0.367331039,-0.151903901,-0.316511514,-0.479943202,-0.472335439,,
INDIANA,DELAWARE,18035,-0.027838811,-0.138259038,0.149770371,0.031199964,-0.135407663,-0.131829595,,
INDIANA,DUBOIS,18037,-0.325335397,-0.38181179,-0.041906814,-0.276777047,-0.399119295,-0.401515847,,
INDIANA,ELKHART,18039,-0.373591278,-0.407315086,-0.111925887,-0.264973766,-0.321910712,-0.280479116,,
INDIANA,FAYETTE,18041,-0.190239389,-0.225496409,-0.055802156,-0.168609257,-0.481322141,-0.544396212,,
INDIANA,FLOYD,18043,-0.109124209,-0.17763352,-0.101102991,-0.143492423,-0.20005344,-0.140878427,,
INDIANA,FOUNTAIN,18045,-0.232248318,-0.356611994,-0.143589744,-0.341302208,-0.558729311,-0.566616579,,
INDIANA,FRANKLIN,18047,-0.359275693,-0.40552442,-0.340622055,-0.427556818,-0.608371924,-0.6295,,
INDIANA,FULTON,18049,-0.271166086,-0.392967942,-0.16044859,-0.331774551,-0.483639838,-0.482562589,,
INDIANA,GIBSON,18051,-0.140284635,-0.256945395,-0.132096721,-0.309693635,-0.475329372,-0.482272137,,
INDIANA,GRANT,18053,-0.244106723,-0.373634377,-0.130841477,-0.219972316,-0.394990518,-0.387643139,,
INDIANA,GREENE,18055,-0.202393217,-0.299805273,-0.145425196,-0.313248417,-0.532425187,-0.521780303,,
INDIANA,HAMILTON,18057,-0.505360483,-0.490906145,-0.222347053,-0.34305108,-0.195395965,-0.068026124,,
INDIANA,HANCOCK,18059,-0.411328976,-0.497326587,-0.295857297,-0.410346192,-0.446919654,-0.375218475,,
INDIANA,HARRISON,18061,-0.190722342,-0.279838244,-0.180365928,-0.228227039,-0.439702554,-0.455722475,,
INDIANA,HENDRICKS,18063,-0.444170955,-0.475737066,-0.233700254,-0.34811836,-0.340621236,-0.239511892,,
INDIANA,HENRY,18065,-0.146000546,-0.290723761,-0.039260753,-0.169674331,-0.435177375,-0.451688065,,
INDIANA,HOWARD,18067,-0.217979176,-0.289457335,-0.061542046,-0.143069716,-0.338191787,-0.323554024,,
INDIANA,HUNTINGTON,18069,-0.40998632,-0.495296602,-0.272415483,-0.397462734,-0.507573396,-0.498738011,,
INDIANA,JACKSON,18071,-0.255033557,-0.367343185,-0.136525843,-0.274114409,-0.513059808,-0.532955609,,
INDIANA,JASPER,18073,-0.310557894,-0.369638636,-0.203883495,-0.254575062,-0.452459261,-0.490145396,,
INDIANA,JAY,18075,-0.189290162,-0.326409135,-0.078532772,-0.200227819,-0.47683446,-0.52416972,,
INDIANA,JEFFERSON,18077,-0.122789372,-0.203993524,-0.05915493,-0.104220631,-0.311577082,-0.33557869,,
INDIANA,JENNINGS,18079,-0.229934696,-0.316249881,-0.080158797,-0.224292683,-0.525560538,-0.56868827,,
INDIANA,JOHNSON,18081,-0.412732949,-0.481045752,-0.254655208,-0.383910703,-0.42312782,-0.34119663,,
INDIANA,KNOX,18083,-0.145144148,-0.275689064,-0.065148563,-0.289468471,-0.470804331,-0.473924177,,
INDIANA,KOSCIUSKO,18085,-0.524244582,-0.569781382,-0.373398819,-0.522155689,-0.54924573,-0.506748261,,
INDIANA,LAGRANGE,18087,-0.32449298,-0.433966456,-0.214835107,-0.357771576,-0.516934978,-0.541239537,,
INDIANA,LAKE,18089,0.259605441,0.227845678,0.34278611,0.309608541,0.205312989,0.150530106,,
INDIANA,LAPORTE,18091,0.018668076,0.004647233,0.220379803,0.125729722,-0.063911687,-0.072278912,,
INDIANA,LAWRENCE,18093,-0.347292777,-0.387670923,-0.205568145,-0.327853215,-0.513001253,-0.506064209,,
INDIANA,MADISON,18095,-0.087195496,-0.19403883,0.065381932,-0.045102158,-0.255634495,-0.225725484,,
INDIANA,MARION,18097,-0.012936624,0.019252707,0.283829166,0.222353757,0.227774221,0.29155919,,
INDIANA,MARSHALL,18099,-0.292569659,-0.363814977,-0.135687332,-0.28837602,-0.41422409,-0.408089527,,
INDIANA,MARTIN,18101,-0.323280538,-0.378702962,-0.288802774,-0.402909551,-0.585568725,-0.586702955,,
INDIANA,MIAMI,18103,-0.328434406,-0.419283827,-0.194714093,-0.309208982,-0.534712951,-0.531334209,,
INDIANA,MONROE,18105,-0.040377921,0.08185547,0.321632524,0.191444,0.233072159,0.281705753,,
INDIANA,MONTGOMERY,18107,-0.381039615,-0.506255155,-0.199345764,-0.384556787,-0.507851676,-0.491103617,,
INDIANA,MORGAN,18109,-0.411054638,-0.482039264,-0.270695221,-0.411165358,-0.563746803,-0.545673276,,
INDIANA,NEWTON,18111,-0.208529946,-0.29497264,-0.111827957,-0.190838345,-0.461259707,-0.520861781,,
INDIANA,NOBLE,18113,-0.301139561,-0.392627081,-0.153705667,-0.335570057,-0.491059799,-0.496873372,,
INDIANA,OHIO,18115,-0.226324238,-0.222109533,-0.190198766,-0.271372827,-0.490243067,-0.450731707,,
INDIANA,ORANGE,18117,-0.279699651,-0.323393435,-0.141726441,-0.215792181,-0.458374023,-0.476449275,,
INDIANA,OWEN,18119,-0.271566969,-0.324039979,-0.103427173,-0.275976827,-0.491644268,-0.49131664,,
INDIANA,PARKE,18121,-0.21095083,-0.313871754,-0.1414417,-0.326016884,-0.519902765,-0.555682304,,
INDIANA,PERRY,18123,0.049005009,-0.000721587,0.228386337,0.115936508,-0.18547486,-0.245585875,,
INDIANA,PIKE,18125,-0.152491273,-0.213618802,-0.086429993,-0.253459332,-0.518822152,-0.526848875,,
INDIANA,PORTER,18127,-0.073545758,-0.083332049,0.071987121,0.038965484,-0.066796217,-0.060826041,,
INDIANA,POSEY,18129,-0.186138614,-0.312698148,-0.076423146,-0.236954032,-0.391674019,-0.407600484,,
INDIANA,PULASKI,18131,-0.285973179,-0.364624154,-0.154594232,-0.271716985,-0.462905294,-0.479331726,,
INDIANA,PUTNAM,18133,-0.272007413,-0.365788672,-0.119623105,-0.325258515,-0.494801223,-0.502018437,,
INDIANA,RANDOLPH,18135,-0.208645874,-0.302921024,-0.087805329,-0.240357248,-0.484891949,-0.523848238,,
INDIANA,RIPLEY,18137,-0.326932084,-0.398343755,-0.295946833,-0.386324319,-0.572599532,-0.594702544,,
INDIANA,RUSH,18139,-0.32660626,-0.453173427,-0.136584087,-0.343296328,-0.522179096,-0.539712557,,
INDIANA,SCOTT,18143,0.019627836,-0.111905036,-0.019601217,-0.062041284,-0.377101417,-0.455394905,,
INDIANA,SHELBY,18145,-0.275375572,-0.429150808,-0.190394902,-0.33526253,-0.470768034,-0.477464859,,
INDIANA,SPENCER,18147,-0.149549349,-0.202942362,0.003732443,-0.153063322,-0.37188095,-0.384808246,,
INDIANA,ST. JOSEPH,18141,0.001251616,-0.024093391,0.17062396,0.035066484,0.002098855,0.05841823,,
INDIANA,STARKE,18149,-0.024479945,-0.096117265,0.032220579,-0.106122915,-0.420333839,-0.468027211,,
INDIANA,STEUBEN,18151,-0.252726789,-0.316776443,-0.098260993,-0.269733479,-0.438624193,-0.421606237,,
INDIANA,SULLIVAN,18153,-0.058823529,-0.19752204,-0.006718287,-0.206393245,-0.470265218,-0.504558595,,
INDIANA,SWITZERLAND,18155,-0.152824946,-0.185780441,-0.082967033,-0.128054165,-0.440118951,-0.522147328,,
INDIANA,TIPPECANOE,18157,-0.17034237,-0.19249427,0.116298439,-0.035960349,-0.055762617,0.00610234,,
INDIANA,TIPTON,18159,-0.32695462,-0.433983781,-0.153570972,-0.317854718,-0.532889481,-0.526860522,,
INDIANA,UNION,18161,-0.322135785,-0.365131579,-0.25,-0.323870968,-0.525676086,-0.560436405,,
INDIANA,VANDERBURGH,18163,-0.100028692,-0.179692586,0.02460853,-0.105850505,-0.165032342,-0.095658108,,
INDIANA,VERMILLION,18165,0.036182723,-0.015961237,0.13917309,-0.067922808,-0.350482778,-0.406229114,,
INDIANA,VIGO,18167,-0.012448935,-0.06446256,0.158307784,0.008601449,-0.150836305,-0.147313851,,
INDIANA,WABASH,18169,-0.313902041,-0.418100279,-0.200562324,-0.362824297,-0.505123255,-0.498627881,,
INDIANA,WARREN,18171,-0.198248408,-0.30530303,-0.102801401,-0.277105263,-0.523918575,-0.542710197,,
INDIANA,WARRICK,18173,-0.199740015,-0.305475504,-0.1285191,-0.266260658,-0.338875934,-0.277956783,,
INDIANA,WASHINGTON,18175,-0.223752678,-0.279044118,-0.173109244,-0.244388563,-0.489632753,-0.521459758,,
INDIANA,WAYNE,18177,-0.159039402,-0.210109556,-0.038477698,-0.146406563,-0.301262755,-0.290581307,,
INDIANA,WELLS,18179,-0.393227551,-0.490205601,-0.313699992,-0.449942018,-0.562684869,-0.564199288,,
INDIANA,WHITE,18181,-0.240508885,-0.35664673,-0.082845732,-0.235585176,-0.428031433,-0.441071109,,
INDIANA,WHITLEY,18183,-0.319578507,-0.417773162,-0.214774822,-0.388914796,-0.510721372,-0.491455913,,
IOWA,ADAIR,19001,-0.12660684,-0.130434783,-0.033555391,-0.081081081,-0.34846497,-0.321283218,,
IOWA,ADAMS,19003,-0.127272727,-0.146236559,0.032638259,-0.036613272,-0.394112061,-0.278240741,,
IOWA,ALLAMAKEE,19005,-0.060971835,-0.011469839,0.142513104,0.041678685,-0.241513795,-0.207087039,,
IOWA,APPANOOSE,19007,-0.075736325,-0.042945736,-0.018782383,-0.033626902,-0.361636245,-0.32980356,,
IOWA,AUDUBON,19009,-0.034090909,-0.097438753,0.030567686,-0.055250217,-0.309495897,-0.245321637,,
IOWA,BENTON,19011,0.037990821,0.006592104,0.04455951,-0.005562291,-0.256717712,-0.282679962,,
IOWA,BLACK HAWK,19013,0.120613597,0.114948284,0.224191432,0.202350278,0.073860725,-0.10098659,,
IOWA,BOONE,19015,0.05265736,0.011207081,0.076315601,0.066444259,-0.136869541,-0.198435463,,
IOWA,BREMER,19017,-0.045279642,-0.050082166,0.093155155,0.026824517,-0.136800118,-0.214079472,,
IOWA,BUCHANAN,19019,0.101275239,0.077422434,0.184852002,0.138680589,-0.150214592,-0.2511602,,
IOWA,BUENA VISTA,19021,-0.132505955,-0.161012956,-0.017581373,-0.101872838,-0.247281952,-0.209256765,,
IOWA,BUTLER,19023,-0.163890541,-0.189431438,-0.046888083,-0.102982107,-0.367895648,-0.294764139,,
IOWA,CALHOUN,19025,-0.12775243,-0.182605558,-0.076997113,-0.124856597,-0.40124055,-0.340433625,,
IOWA,CARROLL,19027,-0.043478261,-0.101957431,0.036584192,-0.061270377,-0.315724583,-0.290692545,,
IOWA,CASS,19029,-0.250726744,-0.280657563,-0.108163265,-0.188619015,-0.394385965,-0.254123145,,
IOWA,CEDAR,19031,0.000239693,-0.012585104,0.096430419,0.045911493,-0.177759145,-0.213958703,,
IOWA,CERRO GORDO,19033,0.12580092,0.098384728,0.208367854,0.133814641,-0.076594818,-0.165875383,,
IOWA,CHEROKEE,19035,-0.09375,-0.113301942,-0.07572663,-0.160249415,-0.401565996,-0.254679349,,
IOWA,CHICKASAW,19037,0.075789793,0.098148692,0.207504177,0.110734115,-0.229370629,-0.23163927,,
IOWA,CLARKE,19039,0.023227969,0.026938239,0.022507315,0.014672686,-0.280197575,-0.3,,
IOWA,CLAY,19041,-0.092108736,-0.157312529,-0.051202667,-0.184191955,-0.4210282,-0.251087078,,
IOWA,CLAYTON,19043,0.02380119,0.046247818,0.171765491,0.070256074,-0.227845328,-0.302584949,,
IOWA,CLINTON,19045,0.137376014,0.127491492,0.230349124,0.22836,-0.051198682,-0.179325151,,
IOWA,CRAWFORD,19047,-0.098245614,-0.101491301,0.051453205,-0.078347156,-0.378658976,-0.248672072,,
IOWA,DALLAS,19049,-0.090274185,-0.162248507,-0.055300245,-0.115751915,-0.095106138,-0.134375781,,
IOWA,DAVIS,19051,-0.070516232,-0.106431853,-0.091480996,-0.163795388,-0.449768161,-0.347391516,,
IOWA,DECATUR,19053,-0.061741709,-0.057092994,-0.00828864,-0.040699191,-0.293251205,-0.356992639,,
IOWA,DELAWARE,19055,-0.055695293,-0.074021739,0.060217953,-0.002132651,-0.296180067,-0.306008198,,
IOWA,DES MOINES,19057,0.204802479,0.20288397,0.230481283,0.184056905,-0.068942051,-0.163710162,,
IOWA,DICKINSON,19059,-0.069572713,-0.125300953,-0.05420957,-0.178856187,-0.357060073,-0.181607969,,
IOWA,DUBUQUE,19061,0.145797684,0.137342431,0.207703376,0.147129328,-0.012268458,-0.171271743,,
IOWA,EMMET,19063,-0.035853132,-0.056633049,0.039282154,-0.087049285,-0.371765201,-0.298990315,,
IOWA,FAYETTE,19065,-0.011121505,0.005484988,0.166000585,0.119621841,-0.19358396,-0.252797958,,
IOWA,FLOYD,19067,0.088284056,0.073956165,0.218885181,0.146300109,-0.148387097,-0.220493028,,
IOWA,FRANKLIN,19069,-0.108343459,-0.142727767,0.014374514,-0.107404551,-0.336151369,-0.278167641,,
IOWA,FREMONT,19071,-0.16869469,-0.217847098,-0.036209553,-0.091330425,-0.401668985,-0.295825771,,
IOWA,GREENE,19073,0.004026277,-0.031097203,0.004579517,-0.001031779,-0.234183779,-0.248170852,,
IOWA,GRUNDY,19075,-0.280150548,-0.298291721,-0.169156415,-0.22694628,-0.388678696,-0.315008246,,
IOWA,GUTHRIE,19077,-0.063448528,-0.118618619,-0.076791517,-0.102241848,-0.32973913,-0.296028881,,
IOWA,HAMILTON,19079,-0.074069184,-0.056628674,0.012998267,-0.026365586,-0.225760333,-0.230895128,,
IOWA,HANCOCK,19081,-0.130011033,-0.149703641,-0.035581788,-0.134345992,-0.407085675,-0.348995463,,
IOWA,HARDIN,19083,-0.089152341,-0.096100123,0.008804605,-0.066868959,-0.289112856,-0.265880521,,
IOWA,HARRISON,19085,-0.191196699,-0.230989583,-0.046714173,-0.126877902,-0.371198928,-0.310852238,,
IOWA,HENRY,19087,-0.065621036,-0.115575764,-0.050442572,-0.05929669,-0.30572097,-0.216890403,,
IOWA,HOWARD,19089,0.112224449,0.124760485,0.257825719,0.209472551,-0.204869489,-0.286809197,,
IOWA,HUMBOLDT,19091,-0.181578947,-0.189906542,-0.143498633,-0.218495541,-0.45527816,-0.319692134,,
IOWA,IDA,19093,-0.159553137,-0.245627981,-0.164082323,-0.263445263,-0.515780731,-0.352559106,,
IOWA,IOWA,19095,-0.089572373,-0.083155903,0.001638193,-0.047935935,-0.238207547,-0.231779922,,
IOWA,JACKSON,19097,0.13020372,0.141244631,0.243997991,0.168912322,-0.192725509,-0.263224068,,
IOWA,JASPER,19099,-0.001682086,0.048250424,0.074970393,0.070714835,-0.181307135,-0.251436782,,
IOWA,JEFFERSON,19101,-0.051006889,0.101678541,0.202294056,0.159671747,-0.004659147,-0.187855787,,
IOWA,JOHNSON,19103,0.251568156,0.292659049,0.415142172,0.354949524,0.378944632,-0.018055837,,
IOWA,JONES,19105,0.053483539,0.022048507,0.104058377,0.077806489,-0.190762854,-0.24988625,,
IOWA,KEOKUK,19107,-0.078835658,-0.150547445,-0.036187278,-0.102544626,-0.410832497,-0.369979257,,
IOWA,KOSSUTH,19109,-0.073439964,-0.098293368,0.032538199,-0.121820016,-0.361333798,-0.307150715,,
IOWA,LEE,19111,0.198708665,0.150072797,0.160183465,0.154883401,-0.160237756,-0.228636309,,
IOWA,LINN,19113,0.092109837,0.099331768,0.215350007,0.176939377,0.090052776,-0.104693311,,
IOWA,LOUISA,19115,0.018762131,-0.055939788,0.042479675,0.006441224,-0.283746006,-0.268379595,,
IOWA,LUCAS,19117,-0.076225889,-0.121636403,-0.067322747,-0.061762665,-0.376205788,-0.290280778,,
IOWA,LYON,19119,-0.487645077,-0.565153254,-0.449734599,-0.546166846,-0.66990748,-0.416727379,,
IOWA,MADISON,19121,-0.081647295,-0.144677661,-0.099764151,-0.11917711,-0.310560445,-0.28521987,,
IOWA,MAHASKA,19123,-0.2725558,-0.285980611,-0.165294548,-0.205366167,-0.452689992,-0.282620133,,
IOWA,MARION,19125,-0.181635203,-0.204599904,-0.107751028,-0.131226324,-0.307588684,-0.283173877,,
IOWA,MARSHALL,19127,-0.026270994,-0.005948654,0.093530578,0.093631977,-0.083092325,-0.142809881,,
IOWA,MILLS,19129,-0.278106509,-0.323919308,-0.165751167,-0.18968386,-0.386723824,-0.220609579,,
IOWA,MITCHELL,19131,0.050755521,0.025364964,0.123135623,0.033655567,-0.24035444,-0.242871865,,
IOWA,MONONA,19133,-0.047807018,-0.0354723,-0.024186822,-0.096161957,-0.409667542,-0.330795262,,
IOWA,MONROE,19135,-0.043597477,-0.053494827,-0.052155951,-0.077023499,-0.40931436,-0.325342466,,
IOWA,MONTGOMERY,19137,-0.292732666,-0.306335493,-0.106109325,-0.214726368,-0.420697859,-0.282898442,,
IOWA,MUSCATINE,19139,0.035767604,0.027889085,0.156441236,0.158822049,-0.062570752,-0.144888975,,
IOWA,O'BRIEN,19141,-0.355479841,-0.387789419,-0.348561298,-0.449121373,-0.599108831,-0.389219971,,
IOWA,OSCEOLA,19143,-0.375775384,-0.416717697,-0.316597378,-0.412648716,-0.615935263,-0.415865385,,
IOWA,PAGE,19145,-0.325116872,-0.40356715,-0.197253942,-0.245091115,-0.43810335,-0.280286929,,
IOWA,PALO ALTO,19147,-0.003110097,-0.036987093,0.027881814,-0.106609372,-0.357856687,-0.272287213,,
IOWA,PLYMOUTH,19149,-0.265862819,-0.288987072,-0.250639386,-0.342316602,-0.515163002,-0.316041725,,
IOWA,POCAHONTAS,19151,-0.122192707,-0.143519592,-0.084268262,-0.216517857,-0.449935317,-0.335861889,,
IOWA,POLK,19153,0.056198936,0.046343365,0.146072971,0.141422218,0.113631751,-0.094100597,,
IOWA,POTTAWATTAMIE,19155,-0.117706792,-0.182974653,-0.018927221,-0.052386468,-0.213027179,-0.194451731,,
IOWA,POWESHIEK,19157,-0.019376392,0.00772966,0.11753564,0.093533835,-0.065290349,-0.211341223,,
IOWA,RINGGOLD,19159,-0.045690936,-0.064794816,-0.061361101,-0.070026933,-0.395640931,-0.328666175,,
IOWA,SAC,19161,-0.134512219,-0.169892073,-0.088858104,-0.183708184,-0.466807368,-0.366034327,,
IOWA,SCOTT,19163,0.043305748,0.026159909,0.145442336,0.137387412,0.014973324,-0.107042193,,
IOWA,SHELBY,19165,-0.245631553,-0.285007496,-0.096854176,-0.222427888,-0.423861852,-0.238263429,,
IOWA,SIOUX,19167,-0.686972502,-0.722389861,-0.627700432,-0.67639242,-0.686215236,-0.440029395,,
IOWA,STORY,19169,0.03534668,0.055473439,0.162168545,0.138366914,0.123374188,-0.09312669,,
IOWA,TAMA,19171,0.00132291,0.003444062,0.121920904,0.074304092,-0.202810786,-0.222148541,,
IOWA,TAYLOR,19173,-0.168927649,-0.205642633,-0.085922009,-0.140567613,-0.446682073,-0.401969837,,
IOWA,UNION,19175,-0.080662021,-0.069923051,0.037062109,0.038610039,-0.274862826,-0.243168957,,
IOWA,VAN BUREN,19177,-0.161752317,-0.167622523,-0.12195122,-0.185486131,-0.472339231,-0.424690055,,
IOWA,WAPELLO,19179,0.134883414,0.103070569,0.135396397,0.118833228,-0.206020199,-0.264568541,,
IOWA,WARREN,19181,-0.005088282,-0.062030972,0.006229904,-0.019216017,-0.161282051,-0.223364155,,
IOWA,WASHINGTON,19183,-0.098416538,-0.129303892,-0.007246377,-0.040621592,-0.204044286,-0.219039524,,
IOWA,WAYNE,19185,-0.121151936,-0.112990744,-0.069798658,-0.114482759,-0.459183673,-0.359922805,,
IOWA,WEBSTER,19187,0.018007977,0.032311739,0.085156839,0.05838618,-0.215203672,-0.239479295,,
IOWA,WINNEBAGO,19189,0.005246969,-0.078629032,0.08615587,-0.000506928,-0.261966477,-0.274539363,,
IOWA,WINNESHIEK,19191,-0.032706807,0.002781899,0.226595745,0.147419704,-0.007921141,-0.141495358,,
IOWA,WOODBURY,19193,-0.030953135,-0.022536486,-0.00526774,0.010240121,-0.19481678,-0.168929941,,
IOWA,WORTH,19195,0.137112887,0.119088043,0.224336387,0.145254075,-0.216819356,-0.295382526,,
IOWA,WRIGHT,19197,-0.09280303,-0.106163865,-0.015011728,-0.081713922,-0.315964155,-0.261272785,,
KANSAS,ALLEN,20001,-0.216267777,-0.331176571,-0.232792485,-0.272504708,-0.406674001,-0.449422946,,
KANSAS,ANDERSON,20003,-0.188901668,-0.31193373,-0.32735797,-0.401809955,-0.526268657,-0.566191983,,
KANSAS,ATCHISON,20005,-0.03,-0.106771565,-0.076484495,-0.202277495,-0.313307985,-0.34233871,,
KANSAS,BARBER,20007,-0.447558046,-0.496878901,-0.501624695,-0.557476232,-0.694493783,-0.735695986,,
KANSAS,BARTON,20009,-0.370972159,-0.494788997,-0.431853125,-0.539309545,-0.589054436,-0.563162624,,
KANSAS,BOURBON,20011,-0.260145847,-0.322464852,-0.272231234,-0.336744484,-0.506811095,-0.521569802,,
